datos/index,datos/nombre,datos/apellido,datos/edad,datos/gender,datos/email,datos/phone,datos/address,datos/about,datos/matriculado,datos/cursos/0/id,datos/cursos/0/curso,datos/cursos/0/nota,datos/cursos/1/id,datos/cursos/1/curso,datos/cursos/1/nota,datos/cursos/2/id,datos/cursos/2/curso,datos/cursos/2/nota,datos/cursos/3/id,datos/cursos/3/curso,datos/cursos/3/nota
90,Andrews,Carson,27,male,andrewscarson@pathways.com,+1 (849) 476-3909,"562 Montauk Court, Gibbsville, Pennsylvania, 7945","Esse deserunt excepteur enim occaecat ea dolore minim. Tempor incididunt ut aute amet esse pariatur occaecat id. Sit reprehenderit reprehenderit ut veniam anim velit quis aliqua. Deserunt eu laboris dolore non veniam nisi labore laboris laboris. Incididunt non adipisicing pariatur aute veniam commodo fugiat consequat exercitation et ad laboris officia. Minim anim culpa sunt fugiat minim ad ex voluptate sunt mollit. Voluptate ad minim dolore esse eu exercitation cupidatat tempor veniam mollit excepteur mollit labore.
",2020-05-23T06:42:22 +05:00,0,Algebra lineal,0.1284,1,Calculo diferencial,2.7959,2,POO,3.1044,3,CTD,1.5979
91,Madeleine,Ewing,23,female,madeleineewing@pathways.com,+1 (814) 477-2544,"351 Cornelia Street, Blende, Washington, 447","Sint quis aliquip qui sunt quis. Ipsum dolor sunt sit sunt aliqua aliqua. Duis minim veniam nisi mollit duis. Anim ipsum qui quis ea proident.
",2017-07-10T05:56:59 +05:00,0,Algebra lineal,4.3625,1,Calculo diferencial,2.1866,2,POO,2.3386,3,CTD,3.6176
92,Walton,Noble,34,male,waltonnoble@pathways.com,+1 (942) 475-3522,"556 McKibbin Street, Ola, South Carolina, 8213","Tempor eu magna aliquip duis in pariatur minim fugiat in. Veniam ex irure dolore veniam eiusmod esse culpa pariatur incididunt. Veniam dolore est amet occaecat. Adipisicing veniam eu reprehenderit magna laboris adipisicing et laborum dolor esse sunt excepteur ut non. Adipisicing adipisicing in nulla est enim cillum occaecat duis deserunt eiusmod anim nulla veniam ipsum.
",2016-07-19T09:20:50 +05:00,0,Algebra lineal,3.0993,1,Calculo diferencial,1.2804,2,POO,0.2138,3,CTD,3.9111
93,Margie,Galloway,39,female,margiegalloway@pathways.com,+1 (862) 426-3578,"178 Herkimer Court, Baden, Florida, 1491","Mollit elit nulla id ullamco veniam aute anim commodo nisi non dolor pariatur. Est consectetur eiusmod do commodo dolore consequat culpa ea dolor tempor veniam ullamco. Nisi sunt irure aliqua amet tempor et non ullamco voluptate sint. Enim ipsum sit adipisicing magna est Lorem ad amet ex ex tempor culpa sit do. Minim cillum culpa voluptate eu sit adipisicing aute minim ex deserunt et in.
",2017-02-16T10:56:42 +05:00,0,Algebra lineal,0.1651,1,Calculo diferencial,3.7078,2,POO,1.6135,3,CTD,1.0075
94,Christian,Crawford,20,female,christiancrawford@pathways.com,+1 (871) 490-3481,"283 Varanda Place, Edgar, Connecticut, 6447","Qui culpa amet ea laborum eu quis voluptate ad esse elit sit irure in. Aliqua excepteur elit nulla nisi aliquip voluptate irure ad incididunt. Proident enim irure ex elit reprehenderit eu.
",2019-10-13T07:04:16 +05:00,0,Algebra lineal,3.3602,1,Calculo diferencial,2.8288,2,POO,1.8173,3,CTD,4.557
95,Lynette,Reynolds,21,female,lynettereynolds@pathways.com,+1 (890) 597-3687,"436 Linden Boulevard, Leola, Rhode Island, 5808","Id officia ex qui aliquip. Ad aliquip Lorem exercitation commodo quis irure est. Commodo exercitation nulla mollit tempor Lorem tempor non incididunt consequat deserunt Lorem consectetur esse.
",2014-07-18T10:39:41 +05:00,0,Algebra lineal,4.0998,1,Calculo diferencial,4.4032,2,POO,1.2374,3,CTD,0.1628
96,Gilbert,Wooten,37,male,gilbertwooten@pathways.com,+1 (852) 525-3214,"408 Fountain Avenue, Adamstown, Illinois, 8679","Consequat veniam eu duis consectetur. Cupidatat consequat eiusmod veniam irure ea occaecat quis fugiat magna ut proident excepteur et dolore. Cupidatat ex incididunt id incididunt laboris ut ut esse officia voluptate elit commodo. Cupidatat aliqua magna veniam pariatur cupidatat.
",2021-10-04T12:18:58 +05:00,0,Algebra lineal,3.9801,1,Calculo diferencial,1.725,2,POO,1.7278,3,CTD,3.9113
97,Dean,Ellison,27,male,deanellison@pathways.com,+1 (833) 418-2371,"823 Varet Street, Vienna, Marshall Islands, 5413","Reprehenderit aliqua dolore anim adipisicing incididunt consectetur. Officia aliqua velit excepteur officia. Enim ex ut est cillum. Reprehenderit mollit amet culpa nisi nostrud nulla nulla culpa pariatur ut aute.
",2020-05-01T10:05:24 +05:00,0,Algebra lineal,0.9057,1,Calculo diferencial,3.9486,2,POO,1.4659,3,CTD,4.9994
98,Mari,Miranda,27,female,marimiranda@pathways.com,+1 (980) 540-3809,"330 Taylor Street, Greenfields, Alabama, 4516","Reprehenderit veniam sit quis irure adipisicing quis proident aliqua. Sunt non mollit ad duis id. Ipsum ipsum amet fugiat proident nostrud do voluptate fugiat aliqua adipisicing officia occaecat. Non fugiat elit officia est voluptate occaecat ea proident dolor voluptate. Dolor sint cillum proident nisi anim consectetur eu tempor culpa non eiusmod magna cupidatat nulla.
",2021-03-27T07:18:57 +05:00,0,Algebra lineal,2.5578,1,Calculo diferencial,3.9949,2,POO,4.9501,3,CTD,2.1117
99,Marshall,Mooney,29,male,marshallmooney@pathways.com,+1 (992) 585-3065,"920 Sackett Street, Henrietta, Minnesota, 4342","Aliquip et nostrud non est eu aliquip voluptate exercitation aute ipsum mollit nostrud cillum voluptate. Magna fugiat consequat proident laboris non dolore ad consectetur mollit fugiat in irure. Pariatur cillum amet est Lorem minim dolor esse do occaecat ipsum aliquip pariatur. Fugiat occaecat ullamco pariatur voluptate in incididunt.
",2016-04-08T02:07:08 +05:00,0,Algebra lineal,1.6123,1,Calculo diferencial,1.8994,2,POO,1.7221,3,CTD,1.3247
100,April,Franks,30,female,aprilfranks@pathways.com,+1 (818) 548-3304,"591 Adams Street, Bancroft, New Mexico, 9166","Laboris est amet laborum cillum veniam nisi nostrud reprehenderit do. Laborum proident reprehenderit quis veniam elit ullamco enim quis deserunt pariatur voluptate. Ullamco mollit exercitation nostrud cillum velit id excepteur eu esse est labore tempor. Eu dolor ea laboris qui Lorem reprehenderit culpa ullamco esse anim dolor. Id minim ea ea cupidatat ea. Irure exercitation ipsum ex laborum qui irure dolor id consequat non eiusmod magna eiusmod. Exercitation aliquip commodo labore eiusmod adipisicing anim esse id fugiat aliquip est.
",2016-03-11T04:39:08 +05:00,0,Algebra lineal,0.7668,1,Calculo diferencial,2.775,2,POO,2.822,3,CTD,1.5892
101,Solis,Bass,38,male,solisbass@pathways.com,+1 (951) 442-2434,"800 Jardine Place, Fairview, Hawaii, 9359","Aliquip ea qui nisi quis reprehenderit. Aliquip officia commodo tempor ipsum proident ad fugiat duis sint labore ipsum. Sit aliqua pariatur do sunt reprehenderit est labore dolor reprehenderit velit.
",2017-03-20T09:57:44 +05:00,0,Algebra lineal,3.1879,1,Calculo diferencial,0.3607,2,POO,4.3015,3,CTD,1.4685
102,Bertha,Cooper,21,female,berthacooper@pathways.com,+1 (958) 585-3050,"768 Clarendon Road, Newkirk, Indiana, 8347","Do commodo aute aliqua anim nisi minim eu consequat est nostrud sint ea. Enim officia officia laboris quis ea aute irure eiusmod magna reprehenderit eu. Eiusmod officia deserunt aliquip id commodo ex minim nostrud velit velit do eiusmod. Veniam nulla enim commodo eiusmod irure aute commodo ut. Nulla Lorem nisi aliquip ullamco enim. Ad aliqua veniam non ipsum cupidatat nisi non ex culpa. Ipsum enim deserunt minim occaecat id est sunt sunt mollit.
",2016-05-03T08:58:53 +05:00,0,Algebra lineal,3.6622,1,Calculo diferencial,3.7895,2,POO,0.8569,3,CTD,1.6266
103,Francine,Summers,29,female,francinesummers@pathways.com,+1 (868) 567-3247,"184 Bay Avenue, Kerby, Iowa, 9051","Laboris incididunt ut dolor qui culpa voluptate reprehenderit culpa mollit ad mollit officia. Anim do ex non pariatur eu tempor pariatur ex labore. Quis nulla dolore consequat aliqua cupidatat ut magna sunt. Ipsum adipisicing aliqua magna dolor do labore mollit duis deserunt esse cupidatat. Excepteur est reprehenderit ea Lorem.
",2015-02-07T03:44:23 +05:00,0,Algebra lineal,1.8386,1,Calculo diferencial,4.8338,2,POO,1.6528,3,CTD,2.4984
104,Waters,Holcomb,21,male,watersholcomb@pathways.com,+1 (919) 597-2276,"667 Turnbull Avenue, Brambleton, Wisconsin, 1973","Fugiat nisi officia sint adipisicing ullamco dolore non aliquip consectetur dolor nostrud labore. Laboris et reprehenderit ad ipsum aute aliqua non exercitation quis voluptate Lorem. Culpa cillum nostrud pariatur ipsum esse.
",2015-08-31T08:42:23 +05:00,0,Algebra lineal,2.2596,1,Calculo diferencial,4.8491,2,POO,3.0447,3,CTD,2.3914
105,Floyd,Rosario,25,male,floydrosario@pathways.com,+1 (818) 467-3355,"371 Bainbridge Street, Yorklyn, Utah, 5391","Ad sunt Lorem elit dolor ut adipisicing. Cillum reprehenderit sint nisi eiusmod sunt. Ipsum nostrud elit commodo consectetur excepteur dolore pariatur ea sit cillum elit incididunt id. Sint excepteur incididunt incididunt est do sint. Exercitation dolor tempor quis et sint id et Lorem fugiat culpa eiusmod. Ut voluptate minim esse non id.
",2018-03-11T09:48:20 +05:00,0,Algebra lineal,4.4005,1,Calculo diferencial,1.8839,2,POO,3.6754,3,CTD,0.3185
106,Peterson,Obrien,33,male,petersonobrien@pathways.com,+1 (958) 425-3576,"824 Melrose Street, Vicksburg, Arizona, 1520","Consequat velit pariatur proident tempor qui. Proident ut aliquip non occaecat irure in. Laborum non esse duis amet elit et aute tempor sit deserunt id eiusmod. Dolor excepteur irure elit minim excepteur cillum voluptate officia eu. Amet cillum Lorem sint culpa cillum voluptate ea aute aliquip tempor labore.
",2016-06-08T03:33:41 +05:00,0,Algebra lineal,1.2727,1,Calculo diferencial,2.3429,2,POO,0.3939,3,CTD,1.2944
107,Baldwin,Buckner,34,male,baldwinbuckner@pathways.com,+1 (829) 433-3425,"894 Independence Avenue, Vincent, Virginia, 7868","Velit proident dolore consectetur deserunt eu. Minim velit minim velit magna dolore cupidatat. Ut tempor ipsum cillum exercitation. Ut dolor adipisicing ullamco amet dolor laboris qui.
",2019-06-10T11:00:32 +05:00,0,Algebra lineal,4.1649,1,Calculo diferencial,1.3952,2,POO,3.745,3,CTD,1.1221
108,Tabitha,Michael,21,female,tabithamichael@pathways.com,+1 (800) 521-2550,"821 Tampa Court, Gasquet, Nevada, 3687","Reprehenderit duis cupidatat ea irure deserunt nostrud. Elit irure commodo mollit velit nisi duis tempor. Ad ut duis laboris officia sunt velit ipsum non in qui culpa aute. Non adipisicing esse aute in laborum. Nulla irure ut aliquip Lorem irure deserunt pariatur. Esse elit elit anim elit excepteur elit. Enim pariatur veniam consectetur eiusmod duis laboris irure deserunt minim.
",2016-09-07T12:17:04 +05:00,0,Algebra lineal,3.2897,1,Calculo diferencial,4.858,2,POO,2.9315,3,CTD,1.6744
109,Harrison,Porter,24,male,harrisonporter@pathways.com,+1 (885) 530-2462,"243 Schenck Avenue, Fostoria, Colorado, 3062","Quis laboris commodo duis irure excepteur officia deserunt ullamco cupidatat non nostrud amet sit. Nulla sint ex aliquip et incididunt aute. Do officia non exercitation sit veniam laboris voluptate amet nisi. Est aute incididunt occaecat consequat. Nisi magna reprehenderit dolore labore adipisicing. Ut ullamco minim culpa eu officia tempor officia Lorem sunt in exercitation ex. Ex officia magna nulla tempor ipsum labore.
",2022-09-19T09:30:21 +05:00,0,Algebra lineal,0.4217,1,Calculo diferencial,1.0247,2,POO,1.3542,3,CTD,2.2725
110,Chambers,Moody,33,male,chambersmoody@pathways.com,+1 (988) 511-3119,"733 Sullivan Street, Worton, Vermont, 4197","Laboris aliqua nulla consectetur enim occaecat ad id aute deserunt quis laborum. Ipsum ad adipisicing officia ex anim magna ullamco veniam nulla. Nisi eu veniam incididunt enim. Cillum veniam aliqua mollit cupidatat. Veniam sunt ullamco do ea consectetur incididunt reprehenderit enim dolor eu ea enim esse. Qui aliquip ipsum aute nisi exercitation quis qui sunt duis dolor proident exercitation.
",2016-04-30T09:56:10 +05:00,0,Algebra lineal,2.296,1,Calculo diferencial,4.151,2,POO,0.629,3,CTD,2.8616
111,Angelita,Bishop,23,female,angelitabishop@pathways.com,+1 (991) 442-3400,"761 High Street, Martinez, Wyoming, 1144","Do sunt fugiat excepteur cillum ea aliqua qui. Est ad non sit adipisicing minim. Culpa anim do irure veniam incididunt cillum sunt ex qui sint fugiat officia nulla.
",2019-07-24T06:13:01 +05:00,0,Algebra lineal,4.1859,1,Calculo diferencial,3.929,2,POO,4.1445,3,CTD,4.2559
112,Lois,Mclean,20,female,loismclean@pathways.com,+1 (878) 568-3030,"583 Middagh Street, Bannock, Mississippi, 3685","Cillum id cillum adipisicing eu commodo culpa nisi do quis laborum. Exercitation eiusmod deserunt id dolor est eu ea consectetur occaecat qui excepteur. Aliquip do ullamco quis in exercitation labore irure sunt consequat. Aliqua duis est nostrud irure velit officia voluptate.
",2019-08-24T02:30:30 +05:00,0,Algebra lineal,4.0468,1,Calculo diferencial,2.0651,2,POO,2.4078,3,CTD,2.5657
113,Perkins,Guerrero,38,male,perkinsguerrero@pathways.com,+1 (973) 483-3610,"467 Fayette Street, Yogaville, Montana, 9817","Aliqua mollit dolore et enim aliqua anim irure. Velit aute aliqua ut adipisicing elit eu proident tempor nostrud minim sint tempor. Pariatur reprehenderit anim sint ipsum sit proident. Velit consequat ut officia sit eu ullamco laboris deserunt duis est qui magna. Voluptate duis sint consectetur amet sit laborum id.
",2014-11-01T08:59:47 +05:00,0,Algebra lineal,1.7849,1,Calculo diferencial,1.3408,2,POO,3.9517,3,CTD,0.6185
114,Odonnell,Patterson,20,male,odonnellpatterson@pathways.com,+1 (878) 449-2506,"402 Kaufman Place, Westmoreland, Nebraska, 3797","Excepteur ut occaecat ad esse in eiusmod reprehenderit velit et esse nostrud reprehenderit sunt sunt. Veniam duis commodo pariatur et deserunt labore irure ut fugiat in anim occaecat eiusmod nulla. Est adipisicing aute qui eiusmod id excepteur. Veniam incididunt sint veniam dolor aliqua sunt consequat nulla incididunt. Mollit eiusmod sit non aliquip. Aliquip laboris Lorem dolor proident sunt tempor non officia Lorem eiusmod eiusmod laborum.
",2021-12-25T03:29:04 +05:00,0,Algebra lineal,3.3827,1,Calculo diferencial,2.4057,2,POO,3.6442,3,CTD,2.3154
115,Mcintyre,Buchanan,40,male,mcintyrebuchanan@pathways.com,+1 (978) 503-2066,"727 Bliss Terrace, Bowden, Maryland, 2982","Adipisicing nostrud eu eiusmod magna. Non dolore dolore esse fugiat pariatur aliquip fugiat. Consequat ea sunt ut sunt laborum Lorem elit nulla quis aliqua amet voluptate. Esse non anim consectetur culpa et est id culpa tempor. Proident Lorem nostrud non anim nulla consequat pariatur enim non amet exercitation. Proident reprehenderit nulla sint sit.
",2016-04-15T04:03:42 +05:00,0,Algebra lineal,2.247,1,Calculo diferencial,2.218,2,POO,3.3428,3,CTD,3.448
116,Charmaine,Cannon,34,female,charmainecannon@pathways.com,+1 (861) 465-3291,"530 Court Square, Belfair, Virgin Islands, 1541","Pariatur non aliquip culpa aliquip non cillum excepteur quis minim cupidatat labore duis. Sit mollit ex culpa dolor ipsum tempor deserunt duis. Deserunt magna laborum qui cillum aliquip. Lorem culpa ea sunt fugiat reprehenderit sint pariatur reprehenderit quis ut commodo et quis. Aliqua et magna irure mollit non amet enim duis commodo aute id. Esse incididunt nulla ut anim tempor cillum anim. Mollit aliquip sit consequat ullamco irure fugiat duis dolore ipsum.
",2015-08-07T04:05:11 +05:00,0,Algebra lineal,0.5447,1,Calculo diferencial,1.0476,2,POO,2.2951,3,CTD,3.2797
117,Rose,Waters,34,female,rosewaters@pathways.com,+1 (850) 559-2610,"161 Montgomery Place, Mammoth, New Hampshire, 1138","Ipsum est commodo laborum aliqua dolore voluptate exercitation laboris commodo et. Proident quis id ipsum sint ipsum anim amet qui enim incididunt tempor. Laboris cupidatat minim sunt labore dolore sint non incididunt enim labore nisi esse.
",2018-11-20T09:59:30 +05:00,0,Algebra lineal,4.157,1,Calculo diferencial,3.5956,2,POO,0.5465,3,CTD,0.6514
118,Mariana,Curtis,39,female,marianacurtis@pathways.com,+1 (990) 458-3605,"935 Conway Street, Crenshaw, Maine, 1449","Et nulla veniam laboris nostrud. Nostrud amet culpa nulla anim in aliqua incididunt irure reprehenderit irure magna ullamco deserunt. Lorem velit anim et commodo sunt do non qui do excepteur.
",2022-07-07T07:27:18 +05:00,0,Algebra lineal,0.4201,1,Calculo diferencial,4.8255,2,POO,2.5232,3,CTD,4.1184
119,Viola,Frost,25,female,violafrost@pathways.com,+1 (892) 473-3578,"483 Gallatin Place, Forbestown, Missouri, 3707","Incididunt nostrud velit nulla consequat. Minim velit velit dolore magna proident non ullamco aliquip ex qui. Enim magna Lorem Lorem dolore. Do nulla fugiat minim in exercitation excepteur ad sit id est duis Lorem et. Elit ut anim occaecat voluptate. Nostrud velit esse nisi ea dolore id pariatur deserunt amet cupidatat pariatur veniam commodo ullamco.
",2014-05-01T05:45:27 +05:00,0,Algebra lineal,2.923,1,Calculo diferencial,4.316,2,POO,2.3727,3,CTD,4.276
120,Tiffany,Carver,23,female,tiffanycarver@pathways.com,+1 (992) 483-2318,"211 Bushwick Court, Gerton, Puerto Rico, 3197","Lorem cupidatat labore aute velit laborum ullamco enim esse anim culpa. Adipisicing esse incididunt sint culpa aliqua consectetur velit. Labore adipisicing reprehenderit eiusmod aliquip ea cillum irure. Sunt nostrud eiusmod ex magna in incididunt pariatur elit ex nisi. Cillum Lorem laborum anim ea culpa reprehenderit incididunt id. Elit dolore ex exercitation qui labore do proident commodo do aute ipsum aute. Irure culpa reprehenderit Lorem consectetur et velit consequat.
",2014-09-21T12:28:12 +05:00,0,Algebra lineal,0.6344,1,Calculo diferencial,2.8358,2,POO,0.0977,3,CTD,2.8018
121,Freida,Clemons,21,female,freidaclemons@pathways.com,+1 (860) 414-2024,"168 Cambridge Place, Cassel, Massachusetts, 4947","Pariatur voluptate occaecat ullamco culpa consectetur. Esse aliqua do non aliquip est nostrud id consequat officia ea incididunt. Culpa non sit deserunt elit aliqua sit mollit culpa.
",2018-02-12T12:02:14 +05:00,0,Algebra lineal,3.5986,1,Calculo diferencial,2.3425,2,POO,4.5837,3,CTD,1.2166
122,Esperanza,Newman,21,female,esperanzanewman@pathways.com,+1 (885) 456-3919,"840 Oceanic Avenue, Lindisfarne, District Of Columbia, 2163","Mollit est ea elit cupidatat officia. Labore aliqua duis velit ad et laboris aliqua enim fugiat sunt Lorem occaecat nostrud in. Cupidatat eiusmod qui consequat nulla nostrud amet sint. Id eiusmod Lorem tempor nulla anim aliqua aute ea anim ad et. Duis mollit voluptate sit officia sint. Pariatur quis pariatur proident labore aliqua ipsum eu commodo culpa aliquip amet ipsum anim magna. Voluptate culpa proident sunt voluptate consequat mollit occaecat duis.
",2018-03-22T10:17:43 +05:00,0,Algebra lineal,1.0247,1,Calculo diferencial,4.5751,2,POO,0.7039,3,CTD,1.8402
123,Chandra,Wade,20,female,chandrawade@pathways.com,+1 (830) 595-2739,"542 Everett Avenue, Alfarata, Idaho, 7890","Esse in velit amet elit qui. Ipsum cupidatat ea veniam excepteur in quis officia cupidatat cupidatat fugiat reprehenderit dolore consectetur eiusmod. Qui duis anim nulla aliqua amet aute officia laborum laboris esse veniam anim. Laborum irure reprehenderit occaecat dolor laboris mollit nostrud. Dolor Lorem ad ex nisi. Deserunt irure commodo cillum incididunt. Fugiat labore non elit amet.
",2016-04-10T06:49:14 +05:00,0,Algebra lineal,2.1311,1,Calculo diferencial,2.7973,2,POO,1.5666,3,CTD,1.6899
124,Collier,Barton,26,male,collierbarton@pathways.com,+1 (980) 407-3881,"823 Blake Avenue, Orick, Kansas, 5301","Do eiusmod ea exercitation eu deserunt. Cupidatat in Lorem pariatur deserunt excepteur fugiat ad consequat do. Aliquip irure veniam aute sint qui ea exercitation do occaecat adipisicing tempor. Ut fugiat qui nisi in. Incididunt ea do incididunt amet. Amet officia ea culpa deserunt non in eiusmod sint veniam nisi eu. Sint tempor culpa tempor reprehenderit.
",2022-08-27T06:34:24 +05:00,0,Algebra lineal,1.7613,1,Calculo diferencial,0.3762,2,POO,2.5343,3,CTD,0.1033
125,Madge,Valencia,25,female,madgevalencia@pathways.com,+1 (904) 497-3975,"545 Stockholm Street, Corriganville, Oklahoma, 5005","Id fugiat do consectetur nulla sit commodo aliquip eiusmod reprehenderit culpa. Qui dolor minim excepteur ad enim ullamco officia dolore pariatur deserunt aute officia pariatur Lorem. Duis sint quis magna consectetur ut sint eiusmod culpa veniam sunt id ut irure.
",2018-02-19T11:16:56 +05:00,0,Algebra lineal,1.0471,1,Calculo diferencial,0.1408,2,POO,1.0761,3,CTD,2.8351
126,Mason,Dunlap,29,male,masondunlap@pathways.com,+1 (936) 410-2191,"730 Apollo Street, Barronett, Ohio, 3027","Occaecat aliqua enim ea mollit aliqua ea culpa ad ea in eu. Ea fugiat proident deserunt eiusmod eiusmod fugiat esse veniam laborum culpa irure. Exercitation voluptate velit deserunt fugiat fugiat consectetur eiusmod excepteur non elit ad pariatur aliquip labore. Do ipsum nisi ut dolore qui.
",2019-07-02T11:44:39 +05:00,0,Algebra lineal,3.7565,1,Calculo diferencial,2.0731,2,POO,4.0788,3,CTD,0.4225
127,Carmella,Holt,30,female,carmellaholt@pathways.com,+1 (917) 498-3725,"684 Robert Street, Breinigsville, Guam, 5577","Mollit minim nulla laboris est. Ullamco occaecat deserunt nulla ad sint fugiat non. Cupidatat in ut laborum in exercitation tempor Lorem adipisicing nostrud. Ipsum culpa nostrud nostrud proident et culpa dolor labore commodo elit sunt fugiat nisi aliqua. Nulla ullamco adipisicing irure dolore do magna exercitation ex ipsum incididunt consequat dolore. Ut officia ex reprehenderit enim ad laboris aute veniam Lorem. Incididunt elit ad fugiat aute velit dolore.
",2016-09-04T09:50:05 +05:00,0,Algebra lineal,1.9896,1,Calculo diferencial,0.1595,2,POO,4.8682,3,CTD,4.361
128,Janell,Gillespie,31,female,janellgillespie@pathways.com,+1 (947) 514-3036,"821 Cumberland Street, Edenburg, Northern Mariana Islands, 6129","Veniam in voluptate sit labore eu. Officia aliquip reprehenderit commodo anim sint est aute eiusmod Lorem in cupidatat sint in minim. Id tempor velit cillum sunt pariatur nisi duis id officia culpa. Ad et anim reprehenderit do laboris ad do veniam consectetur commodo pariatur sit. Do veniam sit velit mollit pariatur id ut mollit qui et ut. Sit in cupidatat laborum ipsum id non occaecat veniam duis reprehenderit. Cillum cupidatat deserunt incididunt non fugiat sunt consequat velit et amet.
",2021-09-29T12:00:33 +05:00,0,Algebra lineal,1.6807,1,Calculo diferencial,2.7846,2,POO,2.9554,3,CTD,4.2819
129,Jeannine,Chandler,28,female,jeanninechandler@pathways.com,+1 (815) 506-2650,"508 Forest Place, Harrodsburg, West Virginia, 3914","Ea sint amet aliquip quis aute aute sit cillum est in nisi consectetur labore. Nulla velit mollit sunt laborum. Magna laboris exercitation velit anim consequat dolor ex voluptate voluptate do nisi in cillum. Mollit ex elit velit aliquip exercitation irure mollit eu minim in nisi. Mollit labore reprehenderit sit aliqua culpa ea aliquip aliquip pariatur enim qui laborum irure occaecat. Exercitation ex laboris sit duis pariatur magna.
",2021-04-09T07:42:11 +05:00,0,Algebra lineal,0.4453,1,Calculo diferencial,0.2276,2,POO,3.1572,3,CTD,0.6139
130,Rhea,Cohen,28,female,rheacohen@pathways.com,+1 (896) 501-2490,"218 Lewis Place, Lund, North Carolina, 3567","Minim consectetur ad ex labore consequat. Ex laboris et proident sit tempor. Do est amet non ea aliqua occaecat dolor qui dolor id. Dolore Lorem irure aute laboris. Id id qui mollit dolor ex non cillum nisi labore est voluptate ipsum culpa. Culpa occaecat eiusmod occaecat est ad. Do pariatur duis in ex sint tempor cillum.
",2017-04-02T02:36:50 +05:00,0,Algebra lineal,3.5248,1,Calculo diferencial,3.337,2,POO,4.7493,3,CTD,4.2777
131,Carmela,Fields,35,female,carmelafields@pathways.com,+1 (980) 459-2565,"990 Cass Place, Rose, South Dakota, 4993","Consectetur fugiat do fugiat nulla laborum irure reprehenderit culpa enim dolore. Ea officia irure aliquip laboris non dolore tempor eiusmod do consequat sint. Tempor excepteur nisi occaecat cupidatat. Elit anim cupidatat voluptate eiusmod enim consequat ullamco consectetur commodo officia. Minim ea mollit elit est dolore sint eiusmod fugiat commodo et consectetur tempor nostrud. Sunt cillum eu minim culpa aute esse adipisicing cillum et nulla incididunt magna quis.
",2014-05-01T11:36:21 +05:00,0,Algebra lineal,0.5265,1,Calculo diferencial,2.6652,2,POO,0.1027,3,CTD,0.4295
132,Berger,Jacobson,32,male,bergerjacobson@pathways.com,+1 (882) 494-3506,"653 Hale Avenue, Cawood, Tennessee, 7897","Aute voluptate sunt dolore consectetur excepteur proident cillum eiusmod aliqua ex culpa commodo consectetur aliquip. Dolore ex sit voluptate incididunt qui. Elit voluptate reprehenderit esse enim labore.
",2018-03-12T09:34:30 +05:00,0,Algebra lineal,4.1755,1,Calculo diferencial,3.982,2,POO,0.6562,3,CTD,0.2987
133,Jordan,Mcpherson,33,female,jordanmcpherson@pathways.com,+1 (918) 446-3002,"162 Kent Street, Lloyd, Texas, 1019","Cillum mollit mollit dolor incididunt deserunt ullamco in nisi laborum minim anim do magna aliqua. Ipsum eu fugiat minim ex. Enim velit cillum in ex occaecat aliqua ad ea proident ea voluptate consequat. Nulla labore commodo deserunt nulla do cupidatat consequat cupidatat excepteur. Dolor excepteur ea consequat nulla elit ex duis deserunt. Duis veniam deserunt commodo dolor minim quis sit commodo magna ut reprehenderit. Nostrud adipisicing pariatur nostrud minim laborum ut.
",2017-11-13T09:44:55 +05:00,0,Algebra lineal,3.2656,1,Calculo diferencial,1.6139,2,POO,0.754,3,CTD,0.7923
134,Arlene,Bailey,27,female,arlenebailey@pathways.com,+1 (988) 409-2910,"862 Bedell Lane, Fulford, Oregon, 3767","Laborum sint aliqua nostrud dolore veniam commodo ullamco id exercitation esse ex do sunt exercitation. Velit aliqua anim pariatur dolor qui exercitation commodo sint laborum. Dolor mollit excepteur nulla dolor et ullamco officia voluptate magna culpa cillum ullamco irure. Nulla aliqua Lorem aliquip cupidatat ea aute. Do exercitation ex dolore adipisicing esse est voluptate ullamco nulla. Ex exercitation sunt voluptate est est consectetur occaecat ex fugiat adipisicing laboris elit.
",2015-12-24T12:45:18 +05:00,0,Algebra lineal,3.6897,1,Calculo diferencial,2.1223,2,POO,1.4054,3,CTD,3.8446
135,Bush,Moon,26,male,bushmoon@pathways.com,+1 (846) 451-2237,"908 Frank Court, Downsville, Michigan, 1969","Ut duis tempor et cupidatat ex deserunt sit esse tempor laborum magna qui et. Magna amet quis aute ut eiusmod mollit pariatur id Lorem ea culpa. Ex fugiat proident nulla veniam elit ex consequat consectetur sit. Officia ea exercitation ipsum dolor aliquip eu in aliqua deserunt ullamco veniam laboris aliqua consequat. Anim adipisicing nostrud occaecat occaecat deserunt tempor sunt ad cillum ullamco mollit. Amet deserunt laboris ex consectetur occaecat. Consectetur reprehenderit commodo incididunt consequat Lorem nisi duis ullamco anim labore.
",2020-07-28T02:57:38 +05:00,0,Algebra lineal,3.6459,1,Calculo diferencial,0.7486,2,POO,2.9093,3,CTD,2.5715
